stage,environment,parameter,value,setting,algorithm_key,algorithm,dga_iterations,comm_label,comm_model,comm_level,scenario_file,out_dir,run_id,expected_trials,command
known_horizon,known,commitment_horizon,3,h3,hipc,HIPC,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h3/ideal/hipc_h3_ideal,hipc_h3_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h3_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h3/ideal/hipc_h3_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,3,h3,hipc,HIPC,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h3/bernoulli/hipc_h3_bernoulli_025,hipc_h3_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h3_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h3/bernoulli/hipc_h3_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""3"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
known_horizon,known,commitment_horizon,5,h5,acbba,ACBBA,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h5/ideal/acbba_h5_ideal,acbba_h5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_h5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h5/ideal/acbba_h5_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,5,h5,acbba,ACBBA,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h5/bernoulli/acbba_h5_bernoulli_025,acbba_h5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_h5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h5/bernoulli/acbba_h5_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
known_horizon,known,commitment_horizon,5,h5,hipc,HIPC,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h5/ideal/hipc_h5_ideal,hipc_h5_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h5_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h5/ideal/hipc_h5_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,5,h5,hipc,HIPC,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h5/bernoulli/hipc_h5_bernoulli_025,hipc_h5_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h5_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h5/bernoulli/hipc_h5_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
known_horizon,known,commitment_horizon,8,h8,acbba,ACBBA,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h8/ideal/acbba_h8_ideal,acbba_h8_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_h8_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h8/ideal/acbba_h8_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,8,h8,acbba,ACBBA,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h8/bernoulli/acbba_h8_bernoulli_025,acbba_h8_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_h8_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h8/bernoulli/acbba_h8_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
known_horizon,known,commitment_horizon,8,h8,hipc,HIPC,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h8/ideal/hipc_h8_ideal,hipc_h8_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h8_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h8/ideal/hipc_h8_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,8,h8,hipc,HIPC,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h8/bernoulli/hipc_h8_bernoulli_025,hipc_h8_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h8_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h8/bernoulli/hipc_h8_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""8"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
known_horizon,known,commitment_horizon,12,h12,acbba,ACBBA,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h12/ideal/acbba_h12_ideal,acbba_h12_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_h12_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h12/ideal/acbba_h12_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""12"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,12,h12,acbba,ACBBA,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h12/bernoulli/acbba_h12_bernoulli_025,acbba_h12_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_h12_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h12/bernoulli/acbba_h12_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""12"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
known_horizon,known,commitment_horizon,12,h12,hipc,HIPC,,ideal,ideal,,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h12/ideal/hipc_h12_ideal,hipc_h12_ideal,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h12_ideal"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h12/ideal/hipc_h12_ideal"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""12"", ""--comm-model"", ""ideal""]"
known_horizon,known,commitment_horizon,12,h12,hipc,HIPC,,bernoulli_025,bernoulli,0.25,scenarios/known_visit_10target_300.csv,known_target_sensitivity_test_results/horizon_results/raw/h12/bernoulli/hipc_h12_bernoulli_025,hipc_h12_bernoulli_025,300,"[""/usr/bin/python3"", ""-m"", ""known_visit_sim.run_trials"", ""--scenario-file"", ""scenarios/known_visit_10target_300.csv"", ""--algorithm"", ""known_visit_sim.algorithms.HIPC:HIPCAllocator"", ""--algorithm-name"", ""HIPC"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""hipc_h12_bernoulli_025"", ""--seed"", ""0"", ""--out-dir"", ""known_target_sensitivity_test_results/horizon_results/raw/h12/bernoulli/hipc_h12_bernoulli_025"", ""--max-trials"", ""300"", ""--commitment-horizon"", ""12"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.25""]"
